block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
781;graph500_reference_bfs_sssp;validate.c:130-135;9.7701025009155;0.16999998688698;0.17000000178814;0.17000000178814;0.17000000178814;0;0;1;;
464;graph500_reference_bfs_sssp;sssp_reference.c:66-67,sssp_reference.c:107-109;6.0344753265381;0.10499998927116;0.10499998927116;0.10499998927116;0.10499998927116;0;0;1;;
438;graph500_reference_bfs_sssp;sssp_reference.c:46-50;5.7471199035645;0.1000000089407;0.099999994039536;0.099999994039536;0.099999994039536;0;0;1;;
1062;graph500_reference_bfs_sssp;aml.c:285-286;5.4597630500793;0.094999991357327;0.094999991357327;0.094999991357327;0.094999991357327;0;0;1;;
782;graph500_reference_bfs_sssp;validate.c:139-141;4.8850522041321;0.08500000834465;0.08500000089407;0.08500000089407;0.08500000089407;0;0;1;;
420;graph500_reference_bfs_sssp;bfs_reference.c:134-136;4.3103399276733;0.075000002980232;0.075000002980232;0.075000002980232;0.075000002980232;0;0;1;;
934;graph500_reference_bfs_sssp;validate.c:114-119,validate.c:285-285;4.0229835510254;0.069999992847443;0.070000000298023;0.070000000298023;0.070000000298023;0;0;1;;
419;graph500_reference_bfs_sssp;bfs_reference.c:134-134;3.7356278896332;0.065000005066395;0.064999997615814;0.064999997615814;0.064999997615814;0;0;1;;
773;graph500_reference_bfs_sssp;validate.c:59-62;3.4482717514038;0.059999998658895;0.059999998658895;0.059999998658895;0.059999998658895;0;0;1;;
1063;graph500_reference_bfs_sssp;aml.c:287-287,aml.c:308-308;3.160915851593;0.054999999701977;0.054999995976686;0.054999995976686;0.054999995976686;0;0;1;;
780;graph500_reference_bfs_sssp;validate.c:125-130;3.160915851593;0.054999999701977;0.054999995976686;0.054999995976686;0.054999995976686;0;0;1;;
369;graph500_reference_bfs_sssp;bfs_reference.c:54-54;2.8735599517822;0.050000004470348;0.049999997019768;0.049999997019768;0.049999997019768;0;0;1;;
417;graph500_reference_bfs_sssp;bfs_reference.c:135-135;2.5862040519714;0.045000001788139;0.044999998062849;0.044999998062849;0.044999998062849;0;0;1;;
400;graph500_reference_bfs_sssp;bfs_reference.c:62-63,bfs_reference.c:107-108;2.5862040519714;0.045000001788139;0.044999998062849;0.044999998062849;0.044999998062849;0;0;1;;
789;graph500_reference_bfs_sssp;validate.c:144-144;2.2988476753235;0.03999999538064;0.040000002831221;0.040000002831221;0.040000002831221;0;0;1;;
