block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
781;graph500_reference_bfs_sssp;validate.c:130-135;13.967625617981;21.924995422363;21.924993515015;21.924993515015;21.924993515015;0;0;1;;
438;graph500_reference_bfs_sssp;sssp_reference.c:46-50;11.696493148804;18.359994888306;18.359996795654;18.359996795654;18.359996795654;0;0;1;;
1062;graph500_reference_bfs_sssp;aml.c:285-286;5.9278798103333;9.3049983978271;9.3049983978271;9.3049983978271;9.3049983978271;0;0;1;;
773;graph500_reference_bfs_sssp;validate.c:59-62;5.3099279403687;8.3349990844727;8.3349990844727;8.3349990844727;8.3349990844727;0;0;1;;
782;graph500_reference_bfs_sssp;validate.c:139-141;5.2812600135803;8.2899980545044;8.2899980545044;8.2899980545044;8.2899980545044;0;0;1;;
464;graph500_reference_bfs_sssp;sssp_reference.c:66-67,sssp_reference.c:107-109;5.2016272544861;8.1649990081787;8.1649990081787;8.1649990081787;8.1649990081787;0;0;1;;
934;graph500_reference_bfs_sssp;validate.c:114-119,validate.c:285-285;3.2522115707397;5.1049995422363;5.1049995422363;5.1049995422363;5.1049995422363;0;0;1;;
463;graph500_reference_bfs_sssp;sssp_reference.c:108-108;3.1853199005127;4.9999995231628;4.9999995231628;4.9999995231628;4.9999995231628;0;0;1;;
1063;graph500_reference_bfs_sssp;aml.c:287-287,aml.c:308-308;2.9942004680634;4.699999332428;4.6999988555908;4.6999988555908;4.6999988555908;0;0;1;;
417;graph500_reference_bfs_sssp;bfs_reference.c:135-135;2.6756684780121;4.199999332428;4.199999332428;4.199999332428;4.199999332428;0;0;1;;
400;graph500_reference_bfs_sssp;bfs_reference.c:62-63,bfs_reference.c:107-108;2.608776807785;4.0949993133545;4.0949993133545;4.0949993133545;4.0949993133545;0;0;1;;
419;graph500_reference_bfs_sssp;bfs_reference.c:134-134;2.3794338703156;3.7349994182587;3.7349994182587;3.7349994182587;3.7349994182587;0;0;1;;
369;graph500_reference_bfs_sssp;bfs_reference.c:54-54;2.2647624015808;3.5549998283386;3.55499958992;3.55499958992;3.55499958992;0;0;1;;
420;graph500_reference_bfs_sssp;bfs_reference.c:134-136;2.2583916187286;3.5449995994568;3.5449995994568;3.5449995994568;3.5449995994568;0;0;1;;
784;graph500_reference_bfs_sssp;validate.c:147-147;2.0640869140625;3.2399990558624;3.2399990558624;3.2399990558624;3.2399990558624;0;0;1;;
793;graph500_reference_bfs_sssp;validate.c:146-146;1.8092615604401;2.8399994373322;2.8399996757507;2.8399996757507;2.8399996757507;0;0;1;;
480;graph500_reference_bfs_sssp;sssp_reference.c:66-67,sssp_reference.c:122-124;1.7200727462769;2.6999998092651;2.6999995708466;2.6999995708466;2.6999995708466;0;0;1;;
418;graph500_reference_bfs_sssp;bfs_reference.c:135-135;1.6213276386261;2.5449993610382;2.5449995994568;2.5449995994568;2.5449995994568;0;0;1;;
440;graph500_reference_bfs_sssp;sssp_reference.c:50-50;1.6181424856186;2.5399997234344;2.5399997234344;2.5399997234344;2.5399997234344;0;0;1;;
439;graph500_reference_bfs_sssp;sssp_reference.c:51-54;1.2295334339142;1.9299998283386;1.9299997091293;1.9299997091293;1.9299997091293;0;0;1;;
780;graph500_reference_bfs_sssp;validate.c:125-130;1.2136068344116;1.9049997329712;1.9049998521805;1.9049998521805;1.9049998521805;0;0;1;;
881;graph500_reference_bfs_sssp;validate.c:66-68,validate.c:171-172;1.1307884454727;1.7749996185303;1.7749996185303;1.7749996185303;1.7749996185303;0;0;1;;
791;graph500_reference_bfs_sssp;validate.c:146-146;1.0224876403809;1.6049997806549;1.6049997806549;1.6049997806549;1.6049997806549;0;0;1;;
1488;graph500_reference_bfs_sssp;mod_arith_64bit.h:36-36,splittable_mrg.c:173-177,splittable_mrg.c:269-270;1.0097461938858;1.5849995613098;1.5849995613098;1.5849995613098;1.5849995613098;0;0;1;;
460;graph500_reference_bfs_sssp;sssp_reference.c:107-107;0.99700504541397;1.5649996995926;1.5649998188019;1.5649998188019;1.5649998188019;0;0;1;;
774;graph500_reference_bfs_sssp;validate.c:62-62;0.86640697717667;1.3599997758865;1.3599998950958;1.3599998950958;1.3599998950958;0;0;1;;
487;graph500_reference_bfs_sssp;sssp_reference.c:134-134;0.84729510545731;1.3299999237061;1.3299998044968;1.3299998044968;1.3299998044968;0;0;1;;
479;graph500_reference_bfs_sssp;sssp_reference.c:123-123;0.82181251049042;1.289999961853;1.2899998426437;1.2899998426437;1.2899998426437;0;0;1;;
397;graph500_reference_bfs_sssp;bfs_reference.c:107-107;0.76129138469696;1.1949998140335;1.1949998140335;1.1949998140335;1.1949998140335;0;0;1;;
935;graph500_reference_bfs_sssp;validate.c:285-285;0.70395565032959;1.1049997806549;1.1049997806549;1.1049997806549;1.1049997806549;0;0;1;;
1486;graph500_reference_bfs_sssp;mod_arith_64bit.h:29-34;0.6784730553627;1.0649998188019;1.0649998188019;1.0649998188019;1.0649998188019;0;0;1;;
465;graph500_reference_bfs_sssp;sssp_reference.c:107-107;0.57972818613052;0.90999984741211;0.90999990701675;0.90999990701675;0.90999990701675;0;0;1;;
1375;graph500_reference_bfs_sssp;aml.c:488-488;0.45550072193146;0.71499991416931;0.71499991416931;0.71499991416931;0.71499991416931;0;0;1;;
370;graph500_reference_bfs_sssp;bfs_reference.c:59-59;0.43638882040977;0.68499994277954;0.6849998831749;0.6849998831749;0.6849998831749;0;0;1;;
488;graph500_reference_bfs_sssp;sssp_reference.c:136-137;0.4045355618;0.63499987125397;0.63499981164932;0.63499981164932;0.63499981164932;0;0;1;;
442;graph500_reference_bfs_sssp;sssp_reference.c:54-54;0.3822383582592;0.59999990463257;0.59999990463257;0.59999990463257;0.59999990463257;0;0;1;;
471;graph500_reference_bfs_sssp;sssp_reference.c:121-122;0.36631175875664;0.57499992847443;0.57499992847443;0.57499992847443;0.57499992847443;0;0;1;;
800;graph500_reference_bfs_sssp;validate.c:144-144;0.36312645673752;0.5699999332428;0.5699999332428;0.5699999332428;0.5699999332428;0;0;1;;
476;graph500_reference_bfs_sssp;sssp_reference.c:121-121;0.36312645673752;0.5699999332428;0.5699999332428;0.5699999332428;0.5699999332428;0;0;1;;
475;graph500_reference_bfs_sssp;sssp_reference.c:120-120;0.35357049107552;0.55499994754791;0.55499988794327;0.55499988794327;0.55499988794327;0;0;1;;
496;graph500_reference_bfs_sssp;sssp_reference.c:122-122;0.28667879104614;0.44999995827675;0.44999992847443;0.44999992847443;0.44999992847443;0;0;1;;
493;graph500_reference_bfs_sssp;sssp_reference.c:107-107;0.2803081870079;0.44000002741814;0.43999999761581;0.43999999761581;0.43999999761581;0;0;1;;
1399;graph500_reference_bfs_sssp;graph_generator.c:159-162;0.28030812740326;0.43999990820885;0.43999990820885;0.43999990820885;0.43999990820885;0;0;1;;
790;graph500_reference_bfs_sssp;validate.c:144-144;0.24526961147785;0.38499996066093;0.38499993085861;0.38499993085861;0.38499993085861;0;0;1;;
786;graph500_reference_bfs_sssp;validate.c:141-143;0.22615769505501;0.35499992966652;0.35499992966652;0.35499992966652;0.35499992966652;0;0;1;;
519;graph500_reference_bfs_sssp;csr_reference.c:42-48;0.22615769505501;0.35499992966652;0.35499992966652;0.35499992966652;0.35499992966652;0;0;1;;
410;graph500_reference_bfs_sssp;bfs_reference.c:133-133;0.21341641247272;0.33499994874001;0.33499994874001;0.33499994874001;0.33499994874001;0;0;1;;
1394;graph500_reference_bfs_sssp;graph_generator.c:62-63;0.19748982787132;0.30999997258186;0.30999997258186;0.30999997258186;0.30999997258186;0;0;1;;
787;graph500_reference_bfs_sssp;validate.c:143-143;0.17519256472588;0.27499994635582;0.27499994635582;0.27499994635582;0.27499994635582;0;0;1;;
1452;graph500_reference_bfs_sssp;mod_arith_64bit.h:29-29,mod_arith_64bit.h:36-36,mod_arith_64bit.h:43-43,mod_arith_64bit.h:56-56,splittable_mrg.c:149-149;0.17200726270676;0.26999995112419;0.26999995112419;0.26999995112419;0.26999995112419;0;0;1;;
371;graph500_reference_bfs_sssp;bfs_reference.c:55-57;0.1656366288662;0.25999996066093;0.25999999046326;0.25999999046326;0.25999999046326;0;0;1;;
938;graph500_reference_bfs_sssp;validate.c:290-290;0.15926596522331;0.24999992549419;0.24999994039536;0.24999994039536;0.24999994039536;0;0;1;;
1397;graph500_reference_bfs_sssp;graph_generator.c:150-150;0.15608066320419;0.24499996006489;0.24499996006489;0.24499996006489;0.24499996006489;0;0;1;;
1456;graph500_reference_bfs_sssp;mod_arith_64bit.h:29-29,mod_arith_64bit.h:36-36,mod_arith_64bit.h:56-56,mod_arith_64bit.h:63-63,splittable_mrg.c:151-151;0.14652471244335;0.22999997437;0.22999998927116;0.22999998927116;0.22999998927116;0;0;1;;
477;graph500_reference_bfs_sssp;sssp_reference.c:122-122;0.14333938062191;0.22499996423721;0.22499994933605;0.22499994933605;0.22499994933605;0;0;1;;
1457;graph500_reference_bfs_sssp;mod_arith_64bit.h:36-36,mod_arith_64bit.h:52-52,mod_arith_64bit.h:69-69,splittable_mrg.c:152-152;0.13696874678135;0.21499997377396;0.2149999588728;0.2149999588728;0.2149999588728;0;0;1;;
1395;graph500_reference_bfs_sssp;graph_generator.c:150-150;0.13378342986107;0.20999997854233;0.20999996364117;0.20999996364117;0.20999996364117;0;0;1;;
401;graph500_reference_bfs_sssp;bfs_reference.c:107-107;0.12741281092167;0.20000000298023;0.19999998807907;0.19999998807907;0.19999998807907;0;0;1;;
922;graph500_reference_bfs_sssp;validate.c:270-270;0.12741279602051;0.19999998807907;0.19999997317791;0.19999997317791;0.19999997317791;0;0;1;;
789;graph500_reference_bfs_sssp;validate.c:144-144;0.12422747910023;0.19499999284744;0.19499997794628;0.19499997794628;0.19499997794628;0;0;1;;
1484;graph500_reference_bfs_sssp;mod_arith_64bit.h:27-27,splittable_mrg.c:172-172,splittable_mrg.c:267-267;0.12422746419907;0.19499996304512;0.19499996304512;0.19499996304512;0.19499996304512;0;0;1;;
882;graph500_reference_bfs_sssp;validate.c:171-171;0.12104214727879;0.18999996781349;0.18999996781349;0.18999996781349;0.18999996781349;0;0;1;;
414;graph500_reference_bfs_sssp;bfs_reference.c:132-132;0.11785683780909;0.18499998748302;0.18499997258186;0.18499997258186;0.18499997258186;0;0;1;;
486;graph500_reference_bfs_sssp;sssp_reference.c:135-135;0.11785683780909;0.18499998748302;0.18499997258186;0.18499997258186;0.18499997258186;0;0;1;;
879;graph500_reference_bfs_sssp;validate.c:171-171;0.11467150598764;0.17999996244907;0.1799999922514;0.1799999922514;0.1799999922514;0;0;1;;
425;graph500_reference_bfs_sssp;bfs_reference.c:132-132;0.10830087214708;0.16999997198582;0.16999998688698;0.16999998688698;0.16999998688698;0;0;1;;
626;graph500_reference_bfs_sssp;csr_reference.c:58-63,csr_reference.c:169-169;0.1051155552268;0.16499997675419;0.16499999165535;0.16499999165535;0.16499999165535;0;0;1;;
441;graph500_reference_bfs_sssp;sssp_reference.c:62-62;0.10511554777622;0.16499997675419;0.16499996185303;0.16499996185303;0.16499996185303;0;0;1;;
942;graph500_reference_bfs_sssp;validate.c:290-290;0.10511554777622;0.16499997675419;0.16499996185303;0.16499996185303;0.16499996185303;0;0;1;;
415;graph500_reference_bfs_sssp;bfs_reference.c:134-134;0.10193023085594;0.15999998152256;0.1599999666214;0.1599999666214;0.1599999666214;0;0;1;;
1398;graph500_reference_bfs_sssp;graph_generator.c:66-68,graph_generator.c:150-150;0.098744913935661;0.15499998629093;0.15499998629093;0.15499998629093;0.15499998629093;0;0;1;;
481;graph500_reference_bfs_sssp;sssp_reference.c:122-122;0.098744913935661;0.15499998629093;0.15499998629093;0.15499998629093;0.15499998629093;0;0;1;;
1448;graph500_reference_bfs_sssp;mod_arith_64bit.h:27-27,mod_arith_64bit.h:69-69,splittable_mrg.c:148-148;0.098744906485081;0.15499997138977;0.15499997138977;0.15499997138977;0.15499997138977;0;0;1;;
627;graph500_reference_bfs_sssp;csr_reference.c:58-63,csr_reference.c:170-170;0.098744906485081;0.15499997138977;0.15499997138977;0.15499997138977;0.15499997138977;0;0;1;;
1454;graph500_reference_bfs_sssp;mod_arith_64bit.h:36-36,mod_arith_64bit.h:45-45,mod_arith_64bit.h:52-52,splittable_mrg.c:150-150;0.09237427264452;0.14499998092651;0.14499998092651;0.14499998092651;0.14499998092651;0;0;1;;
422;graph500_reference_bfs_sssp;bfs_reference.c:132-132;0.09237427264452;0.14499998092651;0.14499998092651;0.14499998092651;0.14499998092651;0;0;1;;
874;graph500_reference_bfs_sssp;validate.c:170-170;0.086003631353378;0.1349999755621;0.1349999755621;0.1349999755621;0.1349999755621;0;0;1;;
932;graph500_reference_bfs_sssp;validate.c:284-284;0.082818314433098;0.12999998033047;0.12999999523163;0.12999999523163;0.12999999523163;0;0;1;;
931;graph500_reference_bfs_sssp;validate.c:285-285;0.079632990062237;0.12499998509884;0.12499998509884;0.12499998509884;0.12499998509884;0;0;1;;
517;graph500_reference_bfs_sssp;csr_reference.c:38-38;0.070077039301395;0.10999999940395;0.10999999195337;0.10999999195337;0.10999999195337;0;0;1;;
1390;graph500_reference_bfs_sssp;graph_generator.c:92-92,graph_generator.c:98-100,graph_generator.c:132-135;0.066891722381115;0.10499999672174;0.10499998927116;0.10499998927116;0.10499998927116;0;0;1;;
921;graph500_reference_bfs_sssp;validate.c:268-268;0.066891714930534;0.10499998927116;0.10499998182058;0.10499998182058;0.10499998182058;0;0;1;;
933;graph500_reference_bfs_sssp;validate.c:114-114,validate.c:285-285;0.066891714930534;0.10499998927116;0.10499998182058;0.10499998182058;0.10499998182058;0;0;1;;
495;graph500_reference_bfs_sssp;sssp_reference.c:122-122;0.066891707479954;0.10499997437;0.10499998182058;0.10499998182058;0.10499998182058;0;0;1;;
878;graph500_reference_bfs_sssp;validate.c:170-170;0.063706398010254;0.099999994039536;0.099999986588955;0.099999986588955;0.099999986588955;0;0;1;;
919;graph500_reference_bfs_sssp;validate.c:267-267;0.060521073639393;0.094999983906746;0.094999991357327;0.094999991357327;0.094999991357327;0;0;1;;
799;graph500_reference_bfs_sssp;validate.c:144-144;0.057335752993822;0.089999981224537;0.089999996125698;0.089999996125698;0.089999996125698;0;0;1;;
1502;graph500_reference_bfs_sssp;mod_arith_64bit.h:36-36,splittable_mrg.c:173-177,splittable_mrg.c:280-281;0.054150436073542;0.084999985992908;0.084999993443489;0.084999993443489;0.084999993443489;0;0;1;;
1434;graph500_reference_bfs_sssp;mod_arith_64bit.h:62-62;0.054150436073542;0.084999985992908;0.084999993443489;0.084999993443489;0.084999993443489;0;0;1;;
915;graph500_reference_bfs_sssp;validate.c:268-268;0.054150436073542;0.084999985992908;0.084999993443489;0.084999993443489;0.084999993443489;0;0;1;;
900;graph500_reference_bfs_sssp;validate.c:259-259;0.054150436073542;0.084999985992908;0.084999993443489;0.084999993443489;0.084999993443489;0;0;1;;
